midx,long_ret,short_ret,gross_ret,long_cost,short_cost,net_ret
23871,0.05949098449131744,0.04182339746989752,0.01766758702141992,6.507599294352755e-4,6.275007638976407e-4,0.013889326328087004
23872,0.040812901535385006,0.06100299410680362,-0.020190092571418614,6.507599294352755e-4,6.275007638976407e-4,-0.023968353264751528
23873,0.020164139546012372,-0.0011780853021933874,0.02134222484820576,6.507599294352755e-4,6.275007638976407e-4,0.017563964154872845
23874,0.08521496767010388,0.06533017376556459,0.01988479390453929,6.507599294352755e-4,6.275007638976407e-4,0.016106533211206368
23875,0.0045959129247369074,0.026724715304027702,-0.022128802379290796,6.507599294352755e-4,6.275007638976407e-4,-0.025907063072623707
23876,-0.002616272749777073,-0.01400766003371114,0.011391387283934067,6.507599294352755e-4,6.275007638976407e-4,0.007613126590601149
23877,-0.019947058595398942,-0.020600595988666735,6.535373932677925e-4,6.507599294352755e-4,6.275007638976407e-4,-0.0031247233000651227
23878,0.03764159892537707,0.028241617469458895,0.009399981455918176,6.507599294352755e-4,6.275007638976407e-4,0.005621720762585264
23879,0.011265814184961906,0.03147684445858276,-0.020211030273620853,6.507599294352755e-4,6.275007638976407e-4,-0.02398929096695377
23880,-0.08823782243299173,-0.042820474157361746,-0.04541734827562999,6.507599294352755e-4,6.275007638976407e-4,-0.04919560896896291
23881,0.029966122725581246,0.010845385107098957,0.01912073761848229,6.507599294352755e-4,6.275007638976407e-4,0.01534247692514937
23882,0.027810545611097533,0.029474070110601224,-0.0016635244995036914,6.507599294352755e-4,6.275007638976407e-4,-0.005441785192836607
23883,-0.010620044088195299,-0.02675986196933832,0.01613981788114302,6.507599294352755e-4,6.275007638976407e-4,0.012361557187810106
23884,0.07947997036864154,0.0627357044797466,0.016744265888894938,6.507599294352755e-4,6.275007638976407e-4,0.012966005195562015
23885,0.008209532813143499,-0.02348428902842191,0.03169382184156541,6.507599294352755e-4,6.275007638976407e-4,0.027915561148232494
23886,0.021605818788291792,-0.040535581142924916,0.06214139993121671,6.507599294352755e-4,6.275007638976407e-4,0.05836313923788379
23887,-0.11720454702855221,-0.11655722792808663,-6.473191004655737e-4,6.507599294352755e-4,6.275007638976407e-4,-0.004425579793798496
23888,-0.07784296523522671,-0.08134711885788112,0.00350415362265441,6.507599294352755e-4,6.275007638976407e-4,-2.741070706785121e-4
23889,0.003981513354108328,-0.029480744978605106,0.033462258332713435,6.507599294352755e-4,6.275007638976407e-4,0.02968399763938052
23890,0.09597065890568918,0.10351484742645103,-0.0075441885207618575,6.507599294352755e-4,6.275007638976407e-4,-0.01132244921409478
